fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,100,CORPORATE FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPL,9761,9761,7592
LOCAL,100,CORPORATE FUND,3,IG,2005,2005 - OFFICE OF INSPECTOR GENERAL,700,CONTINGENCIES,12784,12784,12784
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,1544126,1544126,1555518
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,15,SCHEDULE SALARY ADJ,3146,3146,4022
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,9072,TEXT FILE - EXTRA LONG,4000,4000,4000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,39,STUDENT AS TRAINEES,37500,37500,37500
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,130,POSTAGE,3500,3500,3500
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,140,PROF & TECHNICAL SERVICES,4500,4500,4500
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,152,ADVERTISING,2000,2000,2000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,19000,19000,15000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,169,TECHNICAL MEETING COSTS,1000,1000,1000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,181,MOBILE COMM SERVICES,4000,4000,7500
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,190,TELEPHONE-CENTREX,26000,26000,20000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,197,TELEPHONE-MAINTENANCE,8000,8000,4000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,245,REIMBURSEMENT TRAVELERS,500,1000,500
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,270,LOCAL TRANSPORTATION,1000,500,1000
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,348,BOOKS AND RELATED MTL,650,650,650
LOCAL,100,CORPORATE FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,2005 - OFFICE OF BUDGET & MANAGEMENT,350,STATIONERY AND OFFICE SUPPL,5400,5400,5400
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,5,SALARIES AND WAGES - ON PAYROLL,6566228,6566228,7174047
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,15,SCHEDULE SALARY ADJ,13720,13720,8542
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,130,POSTAGE,2000,2000,1027000
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,138,PROF SERV-IT MAINT,5431438,5431438,5406518
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,149,SOFTWARE MAINT/LICENSING,5280494,5280494,6313518
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,162,REPAIR/MAINT EQUIPMENT,320408,320408,392500
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,166,DUES  SUBSC & MEM,29100,29100,29500
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,169,TECHNICAL MEETING COSTS,47850,47850,36600
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,181,MOBILE COMM SERVICES,41760,41760,1718660
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,186,PAGERS,7400,7400,8700
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,190,TELEPHONE-CENTREX,65000,65000,215000
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,196,DATA CIRCUITS,960320,960320,960320
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,197,TELEPHONE-MAINTENANCE,24000,24000,18000
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,245,REIMBURSEMENT TRAVELERS,5000,5000,3500
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,270,LOCAL TRANSPORTATION,2500,2500,2500
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,340,MATERIAL AND SUPPLIES,19300,19300,17300
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,348,BOOKS AND RELATED MTL,3000,3000,3000
LOCAL,100,CORPORATE FUND,6,DOIT,2005,2005 - DOIT,350,STATIONERY AND OFFICE SUPPL,11500,11500,7500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,5,SALARIES AND WAGES - ON PAYROLL,6252503,6252503,6276040
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,17,CITY COUNCIL-SALARY INC,8824200,8824200,8624844
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,39,STUDENT AS TRAINEES,140000,140000,140000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,181,MOBILE COMM SERVICES,1540,1540,1400
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,190,TELEPHONE-CENTREX,85000,85000,68000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,197,TELEPHONE-MAINTENANCE,6500,6500,6000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,245,REIMBURSEMENT TRAVELERS,6000,6000,6000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,700,CONTINGENCIES,43000,43000,43000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,982,EXP FOR HEROSIM,1000,1000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,9001,TEXT FILE - EXTRA LONG,1326000,1326000,1326000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,9008,TEXT FILE - EXTRA LONG,3664000,3664000,3664000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2005,2005 - CITY COUNCIL,9010,TEXT FILE - EXTRA LONG,92072,92072,92072
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,5,SALARIES AND WAGES - ON PAYROLL,1698740,1698740,1720868
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,130,POSTAGE,16000,16000,16000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,140,PROF & TECHNICAL SERVICES,12500,12500,12500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,143,COURT REPORTING,20000,20000,20000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,157,RENTAL EQUIPMENT AND SERVICES,65000,65000,65000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,166,DUES  SUBSC & MEM,2000,2000,2000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,169,TECHNICAL MEETING COSTS,2500,2500,2500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,190,TELEPHONE-CENTREX,23000,23000,19000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,197,TELEPHONE-MAINTENANCE,4800,4800,3000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,229,TRAN/EXP ALLOWANCE,8000,8000,8000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,340,MATERIAL AND SUPPLIES,3500,3500,3500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,348,BOOKS AND RELATED MTL,3000,3000,3000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,350,STATIONERY AND OFFICE SUPPL,45000,45000,45000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,700,CONTINGENCIES,100,100,100
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,9005,LEGAL FEES COMT FINANCE,50000,50000,50000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,9006,LEGAL ASSISTANCE FINANC,50000,50000,50000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2010,2010 - COMMITTEE ON FINANCE,9010,TEXT FILE - EXTRA LONG,92500,92500,92500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2015,2015 - LEGISLATIVE INSPECTOR GENERAL,140,PROF & TECHNICAL SERVICES,60000,260000,260000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2214,2214 - COMMITTEE ON BUDGET/GOVNTL OPS,0,PERSONNEL SERVICES,468750,468750,468750
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2214,2214 - COMMITTEE ON BUDGET/GOVNTL OPS,100,CONTRACTUAL SERVICES,15000,15000,15000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2214,2214 - COMMITTEE ON BUDGET/GOVNTL OPS,300,COMMODITIES AND MATERIALS,12000,12000,12000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2214,2214 - COMMITTEE ON BUDGET/GOVNTL OPS,400,EQUIPMENT,9500,9500,9500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2214,2214 - COMMITTEE ON BUDGET/GOVNTL OPS,700,CONTINGENCIES,15000,15000,15000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2220,2220 - COMMITTEE ON AVIATION,0,PERSONNEL SERVICES,102843,102843,102843
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2220,2220 - COMMITTEE ON AVIATION,100,CONTRACTUAL SERVICES,200,200,200
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2220,2220 - COMMITTEE ON AVIATION,300,COMMODITIES AND MATERIALS,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2220,2220 - COMMITTEE ON AVIATION,700,CONTINGENCIES,750,750,750
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2225,2225 - COMMITTEE ON LICENSES,0,PERSONNEL SERVICES,102081,102081,102081
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2225,2225 - COMMITTEE ON LICENSES,100,CONTRACTUAL SERVICES,17500,17500,17500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2225,2225 - COMMITTEE ON LICENSES,300,COMMODITIES AND MATERIALS,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2235,2235 - COMMITTEE ON PUBLIC SAFETY,0,PERSONNEL SERVICES,119289,119289,119289
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2235,2235 - COMMITTEE ON PUBLIC SAFETY,100,CONTRACTUAL SERVICES,1000,1000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2235,2235 - COMMITTEE ON PUBLIC SAFETY,300,COMMODITIES AND MATERIALS,1000,1000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2235,2235 - COMMITTEE ON PUBLIC SAFETY,700,CONTINGENCIES,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2240,2240 - COMM ON HEALTH AND ENVIRONMENT,0,PERSONNEL SERVICES,87670,87670,87670
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2240,2240 - COMM ON HEALTH AND ENVIRONMENT,100,CONTRACTUAL SERVICES,200,200,200
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2240,2240 - COMM ON HEALTH AND ENVIRONMENT,300,COMMODITIES AND MATERIALS,800,800,800
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2240,2240 - COMM ON HEALTH AND ENVIRONMENT,700,CONTINGENCIES,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2245,2245 - COMMITTEE ON COMMT RULES ETHIC,0,PERSONNEL SERVICES,157960,157960,157960
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2245,2245 - COMMITTEE ON COMMT RULES ETHIC,100,CONTRACTUAL SERVICES,2000,2000,2000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2245,2245 - COMMITTEE ON COMMT RULES ETHIC,300,COMMODITIES AND MATERIALS,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2255,2255 - COMM ON ECONOMIC/CAPITAL/TECH,0,PERSONNEL SERVICES,107635,107635,107635
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2255,2255 - COMM ON ECONOMIC/CAPITAL/TECH,100,CONTRACTUAL SERVICES,1000,1000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2255,2255 - COMM ON ECONOMIC/CAPITAL/TECH,300,COMMODITIES AND MATERIALS,500,500,500
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2255,2255 - COMM ON ECONOMIC/CAPITAL/TECH,700,CONTINGENCIES,1000,1000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2260,2260 - COMMITTEE ON EDUCATION & CHILD,0,PERSONNEL SERVICES,200609,200609,200609
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2260,2260 - COMMITTEE ON EDUCATION & CHILD,100,CONTRACTUAL SERVICES,3000,3000,3000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2260,2260 - COMMITTEE ON EDUCATION & CHILD,700,CONTINGENCIES,2000,2000,2000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2275,2275 - COMM ON ZONING/LANDMARK/BUILD,0,PERSONNEL SERVICES,305134,305134,305134
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2275,2275 - COMM ON ZONING/LANDMARK/BUILD,100,CONTRACTUAL SERVICES,5300,5300,5300
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2275,2275 - COMM ON ZONING/LANDMARK/BUILD,300,COMMODITIES AND MATERIALS,74700,74700,74700
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,169,TECHNICAL MEETING COSTS,570,570,570
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2280,2280 - COMMITTEE ON HOUSING AND RE,0,PERSONNEL SERVICES,192406,192406,192406
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2280,2280 - COMMITTEE ON HOUSING AND RE,100,CONTRACTUAL SERVICES,1550,1550,1550
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2280,2280 - COMMITTEE ON HOUSING AND RE,300,COMMODITIES AND MATERIALS,400,400,400
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2280,2280 - COMMITTEE ON HOUSING AND RE,700,CONTINGENCIES,2150,2150,2150
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2286,2286 - COMMITTEE ON HUMAN RELATIONS,0,PERSONNEL SERVICES,88098,86098,88098
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2286,2286 - COMMITTEE ON HUMAN RELATIONS,300,COMMODITIES AND MATERIALS,1000,3000,1000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2290,2290 - COMMITTEE ON WORKFORCE DEV,0,PERSONNEL SERVICES,479312,479312,479312
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2290,2290 - COMMITTEE ON WORKFORCE DEV,100,CONTRACTUAL SERVICES,30000,30000,30000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2290,2290 - COMMITTEE ON WORKFORCE DEV,300,COMMODITIES AND MATERIALS,5000,5000,5000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2295,2295 - CITY COUNCIL LEG REFERENCE BUR,0,PERSONNEL SERVICES,356209,356209,356209
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2295,2295 - CITY COUNCIL LEG REFERENCE BUR,100,CONTRACTUAL SERVICES,24000,24000,24000
LOCAL,100,CORPORATE FUND,15,CITY COUNCIL,2295,2295 - CITY COUNCIL LEG REFERENCE BUR,300,COMMODITIES AND MATERIALS,4000,4000,4000
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,5,SALARIES AND WAGES - ON PAYROLL,2327479,2327479,2363800
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,15,SCHEDULE SALARY ADJ,6743,6743,7678
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,20,OVERTIME,72000,72000,72000
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,130,POSTAGE,5000,5000,5000
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,140,PROF & TECHNICAL SERVICES,85300,85300,104160
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,150,PUBLICATN & REPRODT-OUT,13485,13485,12738
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,152,ADVERTISING,31450,31450,31450
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,159,LEASE PURCHASE AGREEMNT,186854,186854,229296
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,162,REPAIR/MAINT EQUIPMENT,10610,10610,10610
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,190,TELEPHONE-CENTREX,32500,32500,32000
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,197,TELEPHONE-MAINTENANCE,6000,6000,5000
LOCAL,100,CORPORATE FUND,25,CITY CLERK,2005,2005 - CITY CLERK,350,STATIONERY AND OFFICE SUPPL,74540,74540,59310
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,5,SALARIES AND WAGES - ON PAYROLL,3013495,3013495,3034443
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,11,CONTRACT WAGE-SALARY,0,0,91510
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,15,SCHEDULE SALARY ADJ,9165,9165,7825
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,20,OVERTIME,4700,4700,4700
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,130,POSTAGE,10248,10248,7748
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,140,PROF & TECHNICAL SERVICES,67068,67068,64668
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,149,SOFTWARE MAINT/LICENSING,18800,18800,18800
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,150,PUBLICATN & REPRODT-OUT,1250,1250,1250
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,157,RENTAL EQUIPMENT AND SERVICES,33412,33412,33412
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,162,REPAIR/MAINT EQUIPMENT,4051,4051,4051
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,166,DUES  SUBSC & MEM,7000,7000,7400
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,181,MOBILE COMM SERVICES,710,710,5300
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,186,PAGERS,200,200,0
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,190,TELEPHONE-CENTREX,169500,169500,112000
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,196,DATA CIRCUITS,8000,8000,7200
LOCAL,100,CORPORATE FUND,27,FINANCE,2011,2011 - CITY COMPTROLLER,197,TELEPHONE-MAINTENANCE,41100,41100,39000
